"","Transcript.ID","gene_assignment","Gene.Symbol","RefSeq","p.value.Diagnosis.","p.value.Control.vs..Schizophrenia.","Ratio.Control.vs..Schizophrenia.","Fold.Change.Control.vs..Schizophrenia.","Fold.Change.Control.vs..Schizophrenia...Description.","F.Diagnosis.","SS.Diagnosis.","SS.Error.","F.Error.","FoldChange","p.value"
"20887",7934991,"---","","---",0.0205132,0.0205132,1.09605,1.09605,"Control up vs Schizophrenia",6.23365,0.10504,0.370709,1,1.09605,0.0205132
"20888",8155847,"---","","---",0.0205981,0.0205981,1.15059,1.15059,"Control up vs Schizophrenia",6.2242,0.245726,0.86854,1,1.15059,0.0205981
"20889",8147683,"---","","---",0.0206534,0.0206534,1.13512,1.13512,"Control up vs Schizophrenia",6.21807,0.200581,0.70967,1,1.13512,0.0206534
"20890",7971864,"---","","---",0.0206608,0.0206608,1.15312,1.15312,"Control up vs Schizophrenia",6.21726,0.253486,0.896971,1,1.15312,0.0206608
"20891",7895254,"---","","---",0.0207718,0.0207718,0.852739,-1.17269,"Control down vs Schizophrenia",6.20501,0.316914,1.12363,1,-1.17269,0.0207718
"20892",8180402,"---","","---",0.0209074,0.0209074,1.08653,1.08653,"Control up vs Schizophrenia",6.19015,0.0860046,0.305663,1,1.08653,0.0209074
"20893",8109618,"---","","---",0.0209353,0.0209353,1.1852,1.1852,"Control up vs Schizophrenia",6.18711,0.360527,1.28196,1,1.1852,0.0209353
"20894",7892574,"---","","---",0.0209454,0.0209454,0.890621,-1.12281,"Control down vs Schizophrenia",6.18601,0.167568,0.59594,1,-1.12281,0.0209454
"20895",8180284,"---","","---",0.0209479,0.0209479,0.91371,-1.09444,"Control down vs Schizophrenia",6.18574,0.101699,0.361699,1,-1.09444,0.0209479
"20896",7894788,"---","","---",0.0211096,0.0211096,0.860715,-1.16182,"Control down vs Schizophrenia",6.1682,0.280954,1.00208,1,-1.16182,0.0211096
"20897",7896397,"---","","---",0.0211395,0.0211395,0.917979,-1.08935,"Control down vs Schizophrenia",6.16496,0.0914642,0.326395,1,-1.08935,0.0211395
"20898",8180283,"---","","---",0.0211526,0.0211526,0.915924,-1.09179,"Control down vs Schizophrenia",6.16355,0.0963175,0.343793,1,-1.09179,0.0211526
"20899",7894112,"---","","---",0.021175,0.021175,0.812862,-1.23022,"Control down vs Schizophrenia",6.16115,0.536113,1.91433,1,-1.23022,0.021175
"20900",7893698,"---","","---",0.0211957,0.0211957,0.851882,-1.17387,"Control down vs Schizophrenia",6.15892,0.320929,1.14638,1,-1.17387,0.0211957
"20901",7925438,"---","","---",0.0212384,0.0212384,1.13795,1.13795,"Control up vs Schizophrenia",6.15432,0.208565,0.745561,1,1.13795,0.0212384
"20902",8083937,"---","","---",0.0212483,0.0212483,0.927316,-1.07838,"Control down vs Schizophrenia",6.15327,0.0711117,0.254248,1,-1.07838,0.0212483
"20903",8166609,"---","","---",0.0212912,0.0212912,1.08101,1.08101,"Control up vs Schizophrenia",6.14867,0.0757722,0.271114,1,1.08101,0.0212912
"20904",7894679,"---","","---",0.0213013,0.0213013,0.761915,-1.31248,"Control down vs Schizophrenia",6.14759,0.923388,3.30447,1,-1.31248,0.0213013
"20905",7895003,"---","","---",0.0215169,0.0215169,0.906293,-1.1034,"Control down vs Schizophrenia",6.12466,0.120899,0.434273,1,-1.1034,0.0215169
"20906",7925448,"---","","---",0.021563,0.021563,1.12306,1.12306,"Control up vs Schizophrenia",6.11979,0.168217,0.604721,1,1.12306,0.021563
"20907",7967898,"---","","---",0.0215785,0.0215785,0.816517,-1.22471,"Control down vs Schizophrenia",6.11817,0.513147,1.8452,1,-1.22471,0.0215785
"20908",7896114,"---","","---",0.0216233,0.0216233,1.25599,1.25599,"Control up vs Schizophrenia",6.11344,0.648742,2.33458,1,1.25599,0.0216233
"20909",7895932,"---","","---",0.0217519,0.0217519,0.935634,-1.06879,"Control down vs Schizophrenia",6.09997,0.0552766,0.199359,1,-1.06879,0.0217519
"20910",7895846,"---","","---",0.0217725,0.0217725,0.898029,-1.11355,"Control down vs Schizophrenia",6.09782,0.14446,0.521189,1,-1.11355,0.0217725
"20911",8043379,"---","","---",0.0217768,0.0217768,1.10755,1.10755,"Control up vs Schizophrenia",6.09737,0.130304,0.470154,1,1.10755,0.0217768
"20912",7892893,"---","","---",0.0218026,0.0218026,0.901266,-1.10955,"Control down vs Schizophrenia",6.09468,0.134955,0.487148,1,-1.10955,0.0218026
"20913",8129693,"---","","---",0.0218649,0.0218649,1.08927,1.08927,"Control up vs Schizophrenia",6.0882,0.0913023,0.329925,1,1.08927,0.0218649
"20914",7896274,"---","","---",0.0219054,0.0219054,0.764911,-1.30734,"Control down vs Schizophrenia",6.08399,0.896927,3.24333,1,-1.30734,0.0219054
"20915",8180207,"---","","---",0.0219305,0.0219305,0.91035,-1.09848,"Control down vs Schizophrenia",6.0814,0.110172,0.398558,1,-1.09848,0.0219305
"20916",7895584,"---","","---",0.0220025,0.0220025,0.757847,-1.31953,"Control down vs Schizophrenia",6.07396,0.960104,3.47751,1,-1.31953,0.0220025
"20917",7955987,"---","","---",0.0220545,0.0220545,0.81841,-1.22188,"Control down vs Schizophrenia",6.06861,0.50149,1.81801,1,-1.22188,0.0220545
"20918",8028789,"---","","---",0.0221231,0.0221231,1.07574,1.07574,"Control up vs Schizophrenia",6.06156,0.0665633,0.241587,1,1.07574,0.0221231
"20919",7896746,"---","","---",0.0222605,0.0222605,1.35857,1.35857,"Control up vs Schizophrenia",6.04753,1.17264,4.2659,1,1.35857,0.0222605
"20920",7896462,"---","","---",0.0222627,0.0222627,0.800641,-1.249,"Control down vs Schizophrenia",6.0473,0.61737,2.24598,1,-1.249,0.0222627
"20921",8084943,"---","","---",0.0223679,0.0223679,0.922403,-1.08413,"Control down vs Schizophrenia",6.03662,0.0814777,0.296939,1,-1.08413,0.0223679
"20922",7896295,"---","","---",0.0225544,0.0225544,0.823011,-1.21505,"Control down vs Schizophrenia",6.01782,0.47382,1.73219,1,-1.21505,0.0225544
"20923",8022504,"---","","---",0.0226,0.0226,1.10721,1.10721,"Control up vs Schizophrenia",6.01326,0.129536,0.47392,1,1.10721,0.0226
"20924",7894379,"---","","---",0.0226003,0.0226003,1.0882,1.0882,"Control up vs Schizophrenia",6.01323,0.0892188,0.326416,1,1.0882,0.0226003
"20925",8005636,"---","","---",0.0226791,0.0226791,1.30864,1.30864,"Control up vs Schizophrenia",6.00535,0.903582,3.31018,1,1.30864,0.0226791
"20926",8013358,"---","","---",0.0227456,0.0227456,1.05372,1.05372,"Control up vs Schizophrenia",5.99874,0.0341916,0.125396,1,1.05372,0.0227456
"20927",7982127,"---","","---",0.022755,0.022755,0.925799,-1.08015,"Control down vs Schizophrenia",5.9978,0.0742315,0.272282,1,-1.08015,0.022755
"20928",8101721,"---","","---",0.0228114,0.0228114,1.09944,1.09944,"Control up vs Schizophrenia",5.99221,0.112243,0.412093,1,1.09944,0.0228114
"20929",7921220,"---","","---",0.0229421,0.0229421,0.897832,-1.11379,"Control down vs Schizophrenia",5.9793,0.145049,0.533686,1,-1.11379,0.0229421
"20930",8121062,"---","","---",0.023053,0.023053,0.883767,-1.13152,"Control down vs Schizophrenia",5.96841,0.190665,0.702805,1,-1.13152,0.023053
"20931",7894560,"---","","---",0.0231548,0.0231548,0.791479,-1.26346,"Control down vs Schizophrenia",5.95847,0.682941,2.52157,1,-1.26346,0.0231548
"20932",7893524,"---","","---",0.0231631,0.0231631,0.859265,-1.16379,"Control down vs Schizophrenia",5.95766,0.287306,1.06094,1,-1.16379,0.0231631
"20933",7895437,"---","","---",0.0232358,0.0232358,0.849396,-1.17731,"Control down vs Schizophrenia",5.9506,0.332736,1.23016,1,-1.17731,0.0232358
"20934",7999476,"---","","---",0.0232409,0.0232409,0.781375,-1.2798,"Control down vs Schizophrenia",5.95011,0.760046,2.8102,1,-1.2798,0.0232409
"20935",7944720,"---","","---",0.0233152,0.0233152,1.15013,1.15013,"Control up vs Schizophrenia",5.9429,0.244341,0.904526,1,1.15013,0.0233152
"20936",7894483,"---","","---",0.0233526,0.0233526,0.756174,-1.32245,"Control down vs Schizophrenia",5.9393,0.975466,3.61326,1,-1.32245,0.0233526
"20937",8180403,"---","","---",0.0234134,0.0234134,0.926808,-1.07897,"Control down vs Schizophrenia",5.93344,0.0721496,0.267516,1,-1.07897,0.0234134
"20938",8029435,"---","","---",0.0235166,0.0235166,1.22521,1.22521,"Control up vs Schizophrenia",5.92353,0.515185,1.9134,1,1.22521,0.0235166
"20939",7942912,"---","","---",0.0235332,0.0235332,1.26456,1.26456,"Control up vs Schizophrenia",5.92194,0.688056,2.55612,1,1.26456,0.0235332
"20940",7895787,"---","","---",0.0235743,0.0235743,0.873109,-1.14533,"Control down vs Schizophrenia",5.91802,0.229948,0.854824,1,-1.14533,0.0235743
"20941",8110216,"---","","---",0.0235832,0.0235832,1.12475,1.12475,"Control up vs Schizophrenia",5.91717,0.17259,0.641689,1,1.12475,0.0235832
"20942",8150210,"---","","---",0.0236738,0.0236738,1.10866,1.10866,"Control up vs Schizophrenia",5.90854,0.132889,0.494801,1,1.10866,0.0236738
"20943",7897995,"---","","---",0.023799,0.023799,0.892413,-1.12056,"Control down vs Schizophrenia",5.89667,0.161801,0.603666,1,-1.12056,0.023799
"20944",7912589,"---","","---",0.023799,0.023799,0.892413,-1.12056,"Control down vs Schizophrenia",5.89667,0.161801,0.603666,1,-1.12056,0.023799
"20945",7893901,"---","","---",0.0238167,0.0238167,0.893773,-1.11885,"Control down vs Schizophrenia",5.895,0.157501,0.58779,1,-1.11885,0.0238167
"20946",8180394,"---","","---",0.0238812,0.0238812,0.94163,-1.06199,"Control down vs Schizophrenia",5.88892,0.0451715,0.168753,1,-1.06199,0.0238812
"20947",7895048,"---","","---",0.0239555,0.0239555,0.779188,-1.28339,"Control down vs Schizophrenia",5.88194,0.777409,2.90771,1,-1.28339,0.0239555
"20948",7892723,"---","","---",0.0239724,0.0239724,0.689629,-1.45006,"Control down vs Schizophrenia",5.88036,1.72447,6.45172,1,-1.45006,0.0239724
"20949",8157151,"---","","---",0.0240982,0.0240982,1.15388,1.15388,"Control up vs Schizophrenia",5.8686,0.255847,0.959111,1,1.15388,0.0240982
"20950",8087780,"---","","---",0.0241352,0.0241352,1.49113,1.49113,"Control up vs Schizophrenia",5.86516,1.99346,7.47739,1,1.49113,0.0241352
"20951",7893723,"---","","---",0.0241657,0.0241657,0.81519,-1.22671,"Control down vs Schizophrenia",5.86232,0.52141,1.95674,1,-1.22671,0.0241657
"20952",7894877,"---","","---",0.024229,0.024229,1.14041,1.14041,"Control up vs Schizophrenia",5.85645,0.215575,0.809817,1,1.14041,0.024229
"20953",8044682,"---","","---",0.024295,0.024295,0.862892,-1.15889,"Control down vs Schizophrenia",5.85035,0.271569,1.02122,1,-1.15889,0.024295
"20954",8180359,"---","","---",0.0243087,0.0243087,1.19144,1.19144,"Control up vs Schizophrenia",5.84909,0.383156,1.44115,1,1.19144,0.0243087
"20955",7895625,"---","","---",0.0243094,0.0243094,0.840267,-1.1901,"Control down vs Schizophrenia",5.84902,0.37825,1.42272,1,-1.1901,0.0243094
"20956",7893711,"---","","---",0.0243207,0.0243207,0.839476,-1.19122,"Control down vs Schizophrenia",5.84798,0.382354,1.43841,1,-1.19122,0.0243207
"20957",8059949,"---","","---",0.0243291,0.0243291,1.17164,1.17164,"Control up vs Schizophrenia",5.84721,0.313358,1.179,1,1.17164,0.0243291
"20958",8175609,"---","","---",0.0245135,0.0245135,0.860649,-1.16191,"Control down vs Schizophrenia",5.83028,0.281242,1.06124,1,-1.16191,0.0245135
"20959",8084810,"---","","---",0.0245844,0.0245844,1.18367,1.18367,"Control up vs Schizophrenia",5.82381,0.355084,1.34136,1,1.18367,0.0245844
"20960",8174193,"---","","---",0.0245934,0.0245934,1.21815,1.21815,"Control up vs Schizophrenia",5.82299,0.486287,1.83726,1,1.21815,0.0245934
"20961",7892565,"---","","---",0.0246998,0.0246998,1.13851,1.13851,"Control up vs Schizophrenia",5.81332,0.210134,0.795232,1,1.13851,0.0246998
"20962",7928750,"---","","---",0.0247368,0.0247368,0.860997,-1.16144,"Control down vs Schizophrenia",5.80998,0.279728,1.05922,1,-1.16144,0.0247368
"20963",7895371,"---","","---",0.0248836,0.0248836,0.793937,-1.25955,"Control down vs Schizophrenia",5.79674,0.664951,2.52365,1,-1.25955,0.0248836
"20964",7942542,"---","","---",0.024962,0.024962,1.11706,1.11706,"Control up vs Schizophrenia",5.7897,0.153037,0.581519,1,1.11706,0.024962
"20965",8107857,"---","","---",0.0249828,0.0249828,1.48399,1.48399,"Control up vs Schizophrenia",5.78784,1.94586,7.39636,1,1.48399,0.0249828
"20966",8119527,"---","","---",0.0250191,0.0250191,1.1371,1.1371,"Control up vs Schizophrenia",5.7846,0.206144,0.784009,1,1.1371,0.0250191
"20967",7958453,"---","","---",0.0251734,0.0251734,0.861828,-1.16032,"Control down vs Schizophrenia",5.77086,0.276132,1.05269,1,-1.16032,0.0251734
"20968",7892522,"---","","---",0.0252721,0.0252721,1.2205,1.2205,"Control up vs Schizophrenia",5.76211,0.49586,1.89321,1,1.2205,0.0252721
"20969",8180409,"---","","---",0.0252962,0.0252962,0.945998,-1.05709,"Control down vs Schizophrenia",5.75999,0.0384879,0.147003,1,-1.05709,0.0252962
"20970",8172656,"---","","---",0.0253538,0.0253538,0.881628,-1.13426,"Control down vs Schizophrenia",5.75491,0.198215,0.75774,1,-1.13426,0.0253538
"20971",7894760,"---","","---",0.0253728,0.0253728,0.835043,-1.19754,"Control down vs Schizophrenia",5.75324,0.405842,1.55191,1,-1.19754,0.0253728
"20972",7896175,"---","","---",0.0253825,0.0253825,1.13898,1.13898,"Control up vs Schizophrenia",5.75238,0.211482,0.808812,1,1.13898,0.0253825
"20973",8111913,"---","","---",0.025441,0.025441,1.19091,1.19091,"Control up vs Schizophrenia",5.74725,0.381208,1.45923,1,1.19091,0.025441
"20974",8139780,"---","","---",0.0254602,0.0254602,0.83436,-1.19852,"Control down vs Schizophrenia",5.74557,0.409533,1.56812,1,-1.19852,0.0254602
"20975",8152289,"---","","---",0.0254741,0.0254741,1.08777,1.08777,"Control up vs Schizophrenia",5.74435,0.0883839,0.338497,1,1.08777,0.0254741
"20976",7895226,"---","","---",0.0255008,0.0255008,0.885773,-1.12896,"Control down vs Schizophrenia",5.74201,0.183732,0.703954,1,-1.12896,0.0255008
"20977",7905927,"---","","---",0.0255268,0.0255268,1.09146,1.09146,"Control up vs Schizophrenia",5.73974,0.0956394,0.366579,1,1.09146,0.0255268
"20978",8113427,"---","","---",0.0255672,0.0255672,0.934788,-1.06976,"Control down vs Schizophrenia",5.73622,0.0567911,0.21781,1,-1.06976,0.0255672
"20979",8040428,"---","","---",0.0256029,0.0256029,0.900705,-1.11024,"Control down vs Schizophrenia",5.7331,0.136577,0.524094,1,-1.11024,0.0256029
"20980",7895205,"---","","---",0.0256267,0.0256267,0.868701,-1.15114,"Control down vs Schizophrenia",5.73103,0.24742,0.949785,1,-1.15114,0.0256267
"20981",7894461,"---","","---",0.0256353,0.0256353,0.755798,-1.3231,"Control down vs Schizophrenia",5.73028,0.978944,3.75841,1,-1.3231,0.0256353
"20982",8138155,"---","","---",0.0257001,0.0257001,1.12737,1.12737,"Control up vs Schizophrenia",5.72466,0.1795,0.689822,1,1.12737,0.0257001
"20983",7892839,"---","","---",0.0257015,0.0257015,0.831203,-1.20308,"Control down vs Schizophrenia",5.72454,0.426861,1.64047,1,-1.20308,0.0257015
"20984",7893624,"---","","---",0.0257406,0.0257406,0.713744,-1.40106,"Control down vs Schizophrenia",5.72115,1.42022,5.46129,1,-1.40106,0.0257406
"20985",7895837,"---","","---",0.0257528,0.0257528,0.872303,-1.14639,"Control down vs Schizophrenia",5.7201,0.233089,0.89648,1,-1.14639,0.0257528
"20986",8177070,"---","","---",0.0257751,0.0257751,0.875215,-1.14258,"Control down vs Schizophrenia",5.71817,0.221855,0.853561,1,-1.14258,0.0257751
"20987",8156088,"---","","---",0.0258309,0.0258309,1.10905,1.10905,"Control up vs Schizophrenia",5.71335,0.133795,0.515196,1,1.10905,0.0258309
"20988",7894763,"---","","---",0.0258753,0.0258753,0.868827,-1.15098,"Control down vs Schizophrenia",5.70953,0.246909,0.951392,1,-1.15098,0.0258753
"20989",7944989,"---","","---",0.0260449,0.0260449,1.09814,1.09814,"Control up vs Schizophrenia",5.69499,0.109443,0.422784,1,1.09814,0.0260449
"20990",7894900,"---","","---",0.0260588,0.0260588,1.27066,1.27066,"Control up vs Schizophrenia",5.69381,0.71654,2.7686,1,1.27066,0.0260588
"20991",7983926,"---","","---",0.0261106,0.0261106,1.06532,1.06532,"Control up vs Schizophrenia",5.68939,0.0500068,0.193369,1,1.06532,0.0261106
"20992",7916016,"---","","---",0.0261662,0.0261662,1.1619,1.1619,"Control up vs Schizophrenia",5.68466,0.281184,1.0882,1,1.1619,0.0261662
"20993",7893900,"---","","---",0.0261985,0.0261985,0.856184,-1.16797,"Control down vs Schizophrenia",5.68192,0.301076,1.16575,1,-1.16797,0.0261985
"20994",7896712,"---","","---",0.0262001,0.0262001,1.72223,1.72223,"Control up vs Schizophrenia",5.68178,3.69059,14.29,1,1.72223,0.0262001
"20995",7895292,"---","","---",0.0262099,0.0262099,0.783119,-1.27695,"Control down vs Schizophrenia",5.68095,0.74637,2.89039,1,-1.27695,0.0262099
"20996",8001656,"---","","---",0.0262825,0.0262825,1.22372,1.22372,"Control up vs Schizophrenia",5.6748,0.509047,1.97347,1,1.22372,0.0262825
"20997",7894658,"---","","---",0.0263868,0.0263868,0.782241,-1.27838,"Control down vs Schizophrenia",5.666,0.753235,2.92467,1,-1.27838,0.0263868
"20998",7893817,"---","","---",0.0266181,0.0266181,0.827198,-1.2089,"Control down vs Schizophrenia",5.64663,0.449454,1.75113,1,-1.2089,0.0266181
"20999",8047370,"---","","---",0.0266372,0.0266372,1.1628,1.1628,"Control up vs Schizophrenia",5.64503,0.284092,1.10717,1,1.1628,0.0266372
"21000",7932909,"---","","---",0.0268379,0.0268379,0.903221,-1.10715,"Control down vs Schizophrenia",5.62838,0.129386,0.505741,1,-1.10715,0.0268379
"21001",8133004,"---","","---",0.0268666,0.0268666,1.0958,1.0958,"Control up vs Schizophrenia",5.62601,0.104516,0.408701,1,1.0958,0.0268666
"21002",8156599,"---","","---",0.0269322,0.0269322,0.869717,-1.1498,"Control down vs Schizophrenia",5.62061,0.243329,0.952429,1,-1.1498,0.0269322
"21003",8034330,"---","","---",0.026985,0.026985,1.12403,1.12403,"Control up vs Schizophrenia",5.61628,0.170729,0.668779,1,1.12403,0.026985
"21004",7893350,"---","","---",0.0270704,0.0270704,0.820418,-1.21889,"Control down vs Schizophrenia",5.60927,0.489299,1.91907,1,-1.21889,0.0270704
"21005",7895876,"---","","---",0.0270732,0.0270732,1.38863,1.38863,"Control up vs Schizophrenia",5.60905,1.34615,5.27993,1,1.38863,0.0270732
"21006",8128714,"---","","---",0.0271103,0.0271103,1.08738,1.08738,"Control up vs Schizophrenia",5.60602,0.0876343,0.343908,1,1.08738,0.0271103
"21007",7896116,"---","","---",0.027111,0.027111,1.29343,1.29343,"Control up vs Schizophrenia",5.60596,0.82674,3.24446,1,1.29343,0.027111
"21008",8005574,"---","","---",0.0271295,0.0271295,0.832341,-1.20143,"Control down vs Schizophrenia",5.60445,0.420563,1.6509,1,-1.20143,0.0271295
"21009",7893215,"---","","---",0.0271648,0.0271648,0.770176,-1.2984,"Control down vs Schizophrenia",5.60157,0.851598,3.34463,1,-1.2984,0.0271648
"21010",7895934,"---","","---",0.0272212,0.0272212,0.929794,-1.07551,"Control down vs Schizophrenia",5.59698,0.0661712,0.260098,1,-1.07551,0.0272212
"21011",8123763,"---","","---",0.0272477,0.0272477,0.932234,-1.07269,"Control down vs Schizophrenia",5.59483,0.0614931,0.241803,1,-1.07269,0.0272477
"21012",7960898,"---","","---",0.0272508,0.0272508,1.08513,1.08513,"Control up vs Schizophrenia",5.59458,0.083353,0.327775,1,1.08513,0.0272508
"21013",8180357,"---","","---",0.0272755,0.0272755,0.948279,-1.05454,"Control down vs Schizophrenia",5.59257,0.0352205,0.13855,1,-1.05454,0.0272755
"21014",7893761,"---","","---",0.0272791,0.0272791,0.77957,-1.28276,"Control down vs Schizophrenia",5.59228,0.774363,3.04634,1,-1.28276,0.0272791
"21015",7892910,"---","","---",0.0273786,0.0273786,0.660055,-1.51503,"Control down vs Schizophrenia",5.58422,2.15526,8.49102,1,-1.51503,0.0273786
"21016",7896689,"---","","---",0.0273787,0.0273787,0.77377,-1.29237,"Control down vs Schizophrenia",5.58422,0.821504,3.23646,1,-1.29237,0.0273787
"21017",8053057,"---","","---",0.0274576,0.0274576,1.20348,1.20348,"Control up vs Schizophrenia",5.57785,0.428407,1.68971,1,1.20348,0.0274576
"21018",8122803,"---","","---",0.0274821,0.0274821,0.812028,-1.23148,"Control down vs Schizophrenia",5.57588,0.541435,2.13627,1,-1.23148,0.0274821
"21019",7925753,"---","","---",0.0274965,0.0274965,1.07281,1.07281,"Control up vs Schizophrenia",5.57472,0.0616907,0.243455,1,1.07281,0.0274965
"21020",8144226,"---","","---",0.0274991,0.0274991,1.51347,1.51347,"Control up vs Schizophrenia",5.57452,2.14461,8.46376,1,1.51347,0.0274991
"21021",8131801,"---","","---",0.0275392,0.0275392,0.928306,-1.07723,"Control down vs Schizophrenia",5.5713,0.0691152,0.272923,1,-1.07723,0.0275392
"21022",7893784,"---","","---",0.0275632,0.0275632,0.804616,-1.24283,"Control down vs Schizophrenia",5.56937,0.590173,2.33129,1,-1.24283,0.0275632
"21023",7923231,"---","","---",0.0275683,0.0275683,1.11448,1.11448,"Control up vs Schizophrenia",5.56896,0.1467,0.579533,1,1.11448,0.0275683
"21024",7894154,"---","","---",0.0276393,0.0276393,0.841334,-1.18859,"Control down vs Schizophrenia",5.56328,0.372754,1.47406,1,-1.18859,0.0276393
"21025",8147373,"---","","---",0.0276869,0.0276869,0.899426,-1.11182,"Control down vs Schizophrenia",5.55948,0.140313,0.555248,1,-1.11182,0.0276869
"21026",8093683,"---","","---",0.0278326,0.0278326,1.15837,1.15837,"Control up vs Schizophrenia",5.54789,0.269916,1.07035,1,1.15837,0.0278326
"21027",8180208,"---","","---",0.0278556,0.0278556,1.10576,1.10576,"Control up vs Schizophrenia",5.54607,0.126211,0.50065,1,1.10576,0.0278556
"21028",7893064,"---","","---",0.0279289,0.0279289,1.19177,1.19177,"Control up vs Schizophrenia",5.54028,0.384376,1.52633,1,1.19177,0.0279289
"21029",8057032,"---","","---",0.0279357,0.0279357,1.11615,1.11615,"Control up vs Schizophrenia",5.53974,0.150802,0.59888,1,1.11615,0.0279357
"21030",7896491,"---","","---",0.0279523,0.0279523,0.909203,-1.09986,"Control down vs Schizophrenia",5.53843,0.113149,0.449455,1,-1.09986,0.0279523
"21031",7893946,"---","","---",0.027953,0.027953,0.893115,-1.11968,"Control down vs Schizophrenia",5.53837,0.159576,0.63388,1,-1.11968,0.027953
"21032",8012138,"---","","---",0.0279954,0.0279954,1.13845,1.13845,"Control up vs Schizophrenia",5.53503,0.209969,0.834561,1,1.13845,0.0279954
"21033",7985037,"---","","---",0.0280068,0.0280068,0.857971,-1.16554,"Control down vs Schizophrenia",5.53413,0.293044,1.16495,1,-1.16554,0.0280068
"21034",8040426,"---","","---",0.0280758,0.0280758,1.05601,1.05601,"Control up vs Schizophrenia",5.5287,0.0370835,0.147564,1,1.05601,0.0280758
"21035",8135967,"---","","---",0.0281005,0.0281005,0.91112,-1.09755,"Control down vs Schizophrenia",5.52676,0.108199,0.430698,1,-1.09755,0.0281005
"21036",8166182,"---","","---",0.0281707,0.0281707,0.911453,-1.09715,"Control down vs Schizophrenia",5.52126,0.107349,0.427743,1,-1.09715,0.0281707
"21037",8148930,"---","","---",0.0281859,0.0281859,0.886894,-1.12753,"Control down vs Schizophrenia",5.52007,0.179919,0.717057,1,-1.12753,0.0281859
"21038",8060835,"---","","---",0.0282016,0.0282016,1.19117,1.19117,"Control up vs Schizophrenia",5.51885,0.382154,1.5234,1,1.19117,0.0282016
"21039",8022642,"---","","---",0.0282417,0.0282417,1.10119,1.10119,"Control up vs Schizophrenia",5.51572,0.116037,0.462827,1,1.10119,0.0282417
"21040",7895702,"---","","---",0.0283996,0.0283996,0.712432,-1.40364,"Control down vs Schizophrenia",5.50344,1.43575,5.73943,1,-1.40364,0.0283996
"21041",7922456,"---","","---",0.0285241,0.0285241,0.922971,-1.08346,"Control down vs Schizophrenia",5.49381,0.0802402,0.321323,1,-1.08346,0.0285241
"21042",8154758,"---","","---",0.0285355,0.0285355,1.12921,1.12921,"Control up vs Schizophrenia",5.49293,0.184407,0.738576,1,1.12921,0.0285355
"21043",7895916,"---","","---",0.0287834,0.0287834,0.925631,-1.08034,"Control down vs Schizophrenia",5.47391,0.0745824,0.299751,1,-1.08034,0.0287834
"21044",7893190,"---","","---",0.028851,0.028851,0.898597,-1.11285,"Control down vs Schizophrenia",5.46875,0.142766,0.574328,1,-1.11285,0.028851
"21045",7895820,"---","","---",0.0288577,0.0288577,0.736694,-1.35742,"Control down vs Schizophrenia",5.46824,1.16616,4.69172,1,-1.35742,0.0288577
"21046",7892717,"---","","---",0.0288956,0.0288956,0.821254,-1.21765,"Control down vs Schizophrenia",5.46536,0.484274,1.94937,1,-1.21765,0.0288956
"21047",7894748,"---","","---",0.0289073,0.0289073,0.855856,-1.16842,"Control down vs Schizophrenia",5.46447,0.302561,1.21811,1,-1.16842,0.0289073
"21048",7893141,"---","","---",0.028978,0.028978,0.844048,-1.18477,"Control down vs Schizophrenia",5.45911,0.358982,1.44668,1,-1.18477,0.028978
"21049",8137040,"---","","---",0.0290933,0.0290933,1.15662,1.15662,"Control up vs Schizophrenia",5.45039,0.264396,1.06721,1,1.15662,0.0290933
"21050",8114209,"---","","---",0.0291276,0.0291276,1.20586,1.20586,"Control up vs Schizophrenia",5.4478,0.437589,1.76713,1,1.20586,0.0291276
"21051",7893022,"---","","---",0.0291624,0.0291624,0.775953,-1.28874,"Control down vs Schizophrenia",5.44518,0.803553,3.24657,1,-1.28874,0.0291624
"21052",7895810,"---","","---",0.0292219,0.0292219,0.910638,-1.09813,"Control down vs Schizophrenia",5.44071,0.109431,0.442494,1,-1.09813,0.0292219
"21053",7893741,"---","","---",0.029224,0.029224,0.76595,-1.30557,"Control down vs Schizophrenia",5.44055,0.887864,3.59026,1,-1.30557,0.029224
"21054",8113301,"---","","---",0.0292421,0.0292421,1.07157,1.07157,"Control up vs Schizophrenia",5.43919,0.0596785,0.241383,1,1.07157,0.0292421
"21055",7967967,"---","","---",0.0292444,0.0292444,1.23897,1.23897,"Control up vs Schizophrenia",5.43901,0.573427,2.31943,1,1.23897,0.0292444
"21056",7991564,"---","","---",0.0292583,0.0292583,0.866385,-1.15422,"Control down vs Schizophrenia",5.43797,0.256895,1.0393,1,-1.15422,0.0292583
"21057",8073631,"---","","---",0.0292831,0.0292831,1.0682,1.0682,"Control up vs Schizophrenia",5.43612,0.0543536,0.219969,1,1.0682,0.0292831
"21058",7925248,"---","","---",0.029334,0.029334,1.09744,1.09744,"Control up vs Schizophrenia",5.43231,0.107967,0.437248,1,1.09744,0.029334
"21059",8180303,"---","","---",0.0293541,0.0293541,0.869251,-1.15042,"Control down vs Schizophrenia",5.43081,0.2452,0.993296,1,-1.15042,0.0293541
"21060",8055137,"---","","---",0.0294416,0.0294416,1.14652,1.14652,"Control up vs Schizophrenia",5.42428,0.233479,0.946953,1,1.14652,0.0294416
"21061",7896458,"---","","---",0.0294435,0.0294435,0.881363,-1.13461,"Control down vs Schizophrenia",5.42414,0.199163,0.807793,1,-1.13461,0.0294435
