Column#	Transcript ID	gene assignment	Gene Symbol	RefSeq	p-value (TYPE)	p-value (Subject ID (type))	p-value (Subjec ID (TYPE))	Ratio (Control vs SCZD)	Fold-Change (Control vs SCZD)	Fold-Change (Control vs SCZD) Description	F (Subject ID (TYPE)	SS (Subject ID (TYPE))	F (TYPE)	SS (TYPE)	SS (ERROR)	Flag
23029	8085475	"NM_004625 // WNT7A // wingless-type MMTV integration site family, member 7A // 3"	WNT7A	NM_004625	0.0120479	1.24E-06	0.0120479	1.62306	1.62306	Control up vs SZD	20.1987	1.39328	12.6143	2.92919	0.183943	1
22197	8076734	"NM_058238 // WNT7B // wingless-type MMTV integration site family, member 7B // 2"	WNT7B	NM_058238	0.00692343	0.929856	0.00692343	0.873719	-1.14453	Control down vs SZD	0.296207	0.0843097	16.1965	0.227587	0.759015	1
10439	7958398	NM_014653 // WSCD2 // WSC domain containing 2 // 12q23.3 // 9671 /// ENST0000033	WSCD2	NM_014653	0.0477614	0.00041184	0.0477614	0.810584	-1.23368	Control down vs SZD	8.01375	0.536972	6.15376	0.550733	0.178683	1
9291	7947363	NM_024424 // WT1 // Wilms tumor 1 // 11p13 // 7490 /// NM_024426 // WT1 // Wilms	WT1	NM_024424	0.0101361	0.0106679	0.0101361	0.648388	-1.54229	Control down vs SZD	4.13803	1.02965	13.6606	2.34427	0.663538	1
29441	8147156	NM_007013 // WWP1 // WW domain containing E3 ubiquitin protein ligase 1 // 8q21 	WWP1	NM_007013	0.00415648	0.0457002	0.00415648	1.38609	1.38609	Control up vs SZD	2.81683	0.396522	20.1427	1.33117	0.375384	1
21912	8074204	"NM_175878 // XKR3 // XK, Kell blood group complex subunit-related family, member"	XKR3	NM_175878	0.0484138	0.966155	0.0484138	0.965282	-1.03597	Control down vs SZD	0.215993	0.0153262	6.1042	0.0155924	0.189219	1
8098	7936284	"NM_020383 // XPNPEP1 // X-prolyl aminopeptidase (aminopeptidase P) 1, soluble //"	XPNPEP1	NM_020383	0.0255619	0.0916473	0.0255619	0.890186	-1.12336	Control down vs SZD	2.24749	0.116386	8.71158	0.168984	0.138092	1
9633	7950447	NM_182969 // XRRA1 // X-ray radiation resistance associated 1 // 11q13.4 // 1435	XRRA1	NM_182969	0.000765103	0.0189966	0.000765103	0.667409	-1.49833	Control down vs SZD	3.58988	0.311692	39.3047	2.04183	0.231534	1
17190	8027213	NM_198537 // YJEFN3 // YjeF N-terminal domain containing 3 // 19p13.11 // 374887	YJEFN3	NM_198537	0.0302578	0.589884	0.0302578	1.13359	1.13359	Control up vs SZD	0.791246	0.147889	7.96604	0.196349	0.498418	1
7748	7932678	NM_139312 // YME1L1 // YME1-like 1 (S. cerevisiae) // 10p14 // 10730 /// NM_0142	YME1L1	NM_139312	0.0228323	0.450447	0.0228323	0.829548	-1.20548	Control down vs SZD	1.01438	0.283327	9.2355	0.436111	0.74483	1
14589	8000791	NM_031477 // YPEL3 // yippee-like 3 (Drosophila) // 16p11.2 // 83719 /// NM_0011	YPEL3	NM_031477	0.0400745	0.404378	0.0400745	1.19963	1.19963	Control up vs SZD	1.09987	0.364171	6.81656	0.413732	0.882944	1
4499	7899519	"NM_016258 // YTHDF2 // YTH domain family, member 2 // 1p35 // 51441 /// ENST0000"	YTHDF2	NM_016258	0.0312494	0.376362	0.0312494	0.921695	-1.08496	Control down vs SZD	1.15605	0.0636408	7.82837	0.0830339	0.1468	1
12229	7976744	NM_003403 // YY1 // YY1 transcription factor // 14q // 7528 /// ENST00000262238 	YY1	NM_003403	0.0467061	0.428927	0.0467061	1.05644	1.05644	Control up vs SZD	1.05335	0.0362221	6.23591	0.0376462	0.0916999	1
21887	8073943	"NM_014838 // ZBED4 // zinc finger, BED-type containing 4 // 22q13.33 // 9889 ///"	ZBED4	NM_014838	0.0226712	0.153435	0.0226712	0.879196	-1.1374	Control down vs SZD	1.84433	0.133998	9.26904	0.207005	0.193744	1
23359	8089234	NM_014415 // ZBTB11 // zinc finger and BTB domain containing 11 // 3q12.3 // 271	ZBTB11	NM_014415	0.00227671	0.732669	0.00227671	0.826658	-1.20969	Control down vs SZD	0.591544	0.105427	25.7557	0.452557	0.475262	1
8922	7943984	NM_006006 // ZBTB16 // zinc finger and BTB domain containing 16 // 11q23.1 // 77	ZBTB16	NM_006006	0.00226175	5.89E-05	0.00226175	1.73469	1.73469	Control up vs SZD	11.1699	0.880372	25.8237	3.78908	0.210178	1
30643	8157945	NM_001099270 // ZBTB34 // zinc finger and BTB domain containing 34 // 9q33.3 // 	ZBTB34	NM_001099270	0.0379637	0.0144443	0.0379637	0.801381	-1.24785	Control down vs SZD	3.84585	0.522601	7.02928	0.612251	0.362365	1
22773	8083090	NM_001080412 // ZBTB38 // zinc finger and BTB domain containing 38 // 3q23 // 25	ZBTB38	NM_001080412	0.0224799	0.0042082	0.0224799	0.799839	-1.25025	Control down vs SZD	5.09939	0.401501	9.30926	0.622945	0.20996	1
29009	8143270	"NM_080660 // ZC3HAV1L // zinc finger CCCH-type, antiviral 1-like // 7q34 // 9209"	ZC3HAV1L	NM_080660	0.00497411	0.451536	0.00497411	0.837746	-1.19368	Control down vs SZD	1.01245	0.125751	18.6761	0.391424	0.331214	1
26907	8122982	"NM_024630 // ZDHHC14 // zinc finger, DHHC-type containing 14 // 6q25.3 // 79683 "	ZDHHC14	NM_024630	0.0078775	6.60E-06	0.0078775	1.70247	1.70247	Control up vs SZD	15.7517	1.3864	15.3009	3.53554	0.234709	1
23126	8086505	"NM_016598 // ZDHHC3 // zinc finger, DHHC-type containing 3 // 3p21.31 // 51304 /"	ZDHHC3	NM_016598	0.0101886	0.215916	0.0101886	0.879425	-1.13711	Control down vs SZD	1.58242	0.0907675	13.6284	0.206169	0.15296	1
14782	8002692	NM_006885 // ZFHX3 // zinc finger homeobox 3 // 16q22.3-q23.1 // 463 /// ENST000	ZFHX3	NM_006885	0.00428658	6.33E-07	0.00428658	0.586436	-1.70522	Control down vs SZD	22.2554	1.07329	19.8847	3.55699	0.128602	1
13404	7987892	NM_022473 // ZFP106 // zinc finger protein 106 homolog (mouse) // 15q15.1 // 643	ZFP106	NM_022473	0.0265868	0.00749504	0.0265868	0.811183	-1.23277	Control down vs SZD	4.49096	0.384487	8.53391	0.546863	0.228303	1
12546	7979813	"NM_004926 // ZFP36L1 // zinc finger protein 36, C3H type-like 1 // 14q22-q24 // "	ZFP36L1	NM_004926	0.00587949	0.0219275	0.00587949	1.33901	1.33901	Control up vs SZD	3.45876	0.367255	17.3877	1.06428	0.283149	1
22790	8083233	"NM_003412 // ZIC1 // Zic family member 1 (odd-paired homolog, Drosophila) // 3q2"	ZIC1	NM_003412	0.00103707	8.59E-10	0.00103707	0.106027	-9.43152	Control down vs SZD	55.0526	10.7756	35.0171	62.8881	0.521953	1
11510	7969830	"NM_007129 // ZIC2 // Zic family member 2 (odd-paired homolog, Drosophila) // 13q"	ZIC2	NM_007129	0.018244	0.000928282	0.018244	0.678533	-1.47377	Control down vs SZD	6.90145	1.0901	10.3384	1.87831	0.421205	1
23556	8091342	NM_032153 // ZIC4 // Zic family member 4 // 3q24 // 84107 /// ENST00000383075 //	ZIC4	NM_032153	0.00507122	1.14E-06	0.00507122	0.446764	-2.23832	Control down vs SZD	20.4391	2.62605	18.5234	8.10724	0.342618	1
11797	7972567	"NM_033132 // ZIC5 // Zic family member 5 (odd-paired homolog, Drosophila) // 13q"	ZIC5	NM_033132	0.00480051	0.0975258	0.00480051	0.72544	-1.37847	Control down vs SZD	2.19815	0.407173	18.9592	1.28662	0.493958	1
18464	8039625	"NM_052882 // ZIM3 // zinc finger, imprinted 3 // --- // 114026 /// ENST000002698"	ZIM3	NM_052882	0.0167765	0.445212	0.0167765	1.13351	1.13351	Control up vs SZD	1.02371	0.109237	10.7728	0.196131	0.28455	1
28101	8134680	NM_003439 // ZKSCAN1 // zinc finger with KRAB and SCAN domains 1 // 7q21.3-q22.1	ZKSCAN1	NM_003439	0.0265088	0.0213992	0.0265088	0.894341	-1.11814	Control down vs SZD	3.48091	0.109319	8.5471	0.155727	0.0837475	1
29825	8150419	"NM_024645 // ZMAT4 // zinc finger, matrin type 4 // 8p11.21 // 79698 /// NM_0011"	ZMAT4	NM_024645	0.00910539	6.41E-10	0.00910539	0.225555	-4.43352	Control down vs SZD	57.2291	11.5868	14.3413	27.6951	0.539903	1
28454	8138116	NM_016265 // ZNF12 // zinc finger protein 12 // 7p22.1 // 7559 /// NM_006956 // 	ZNF12	NM_016265	0.0354739	0.52871	0.0354739	0.910301	-1.09854	Control down vs SZD	0.883979	0.0906355	7.30168	0.110299	0.273417	1
7071	7925691	NM_003431 // ZNF124 // zinc finger protein 124 // 1q44 // 7678 /// ENST000003406	ZNF124	NM_003431	0.022989	0.0134711	0.022989	0.756144	-1.3225	Control down vs SZD	3.91224	0.636135	9.20319	0.975744	0.433603	1
10585	7960150	NM_003440 // ZNF140 // zinc finger protein 140 // 12q24.32-q24.33 // 7699 /// EN	ZNF140	NM_003440	0.00800155	0.471058	0.00800155	0.842928	-1.18634	Control down vs SZD	0.978445	0.143978	15.1951	0.364629	0.392401	1
18471	8039674	NM_001085384 // ZNF154 // zinc finger protein 154 // 19q13.4 // 7710 /// ENST000	ZNF154	NM_001085384	0.00537343	0.000346157	0.00537343	0.491184	-2.0359	Control down vs SZD	8.26608	2.09558	18.0721	6.31193	0.676041	1
17253	8027685	NM_001029997 // ZNF181 // zinc finger protein 181 // 19q13.11 // 339318 /// NM_0	ZNF181	NM_001029997	0.0252563	0.0475	0.0252563	1.17454	1.17454	Control up vs SZD	2.78431	0.221223	8.76643	0.323222	0.211876	1
21177	8067113	NM_006526 // ZNF217 // zinc finger protein 217 // 20q13.2 // 7764 /// ENST000003	ZNF217	NM_006526	0.0224445	0.00266664	0.0224445	0.754215	-1.32588	Control down vs SZD	5.60986	0.63992	9.31675	0.993662	0.304188	1
26676	8120992	NM_015021 // ZNF292 // zinc finger protein 292 // 6q14.3 // 23036 /// ENST000003	ZNF292	NM_015021	0.0252855	0.215391	0.0252855	0.832269	-1.20153	Control down vs SZD	1.58428	0.288294	8.76114	0.420964	0.485257	1
21532	8070557	NM_001098402 // ZNF295 // zinc finger protein 295 // 21q22.3 // 49854 /// NM_020	ZNF295	NM_001098402	0.0145474	0.000222607	0.0145474	0.670757	-1.49085	Control down vs SZD	8.9318	1.03546	11.5404	1.99161	0.309145	1
7218	7927062	NM_006954 // ZNF33A // zinc finger protein 33A // 10p11.2 // 7581 /// NM_006974 	ZNF33A	NM_006954	0.0390502	0.0412193	0.0390502	0.810754	-1.23342	Control down vs SZD	2.90427	0.476708	6.91785	0.549632	0.437708	1
30195	8153896	NM_030580 // ZNF34 // zinc finger protein 34 // 8q24.3 // 80778 /// BC004480 // 	ZNF34	NM_030580	0.0142135	0.554224	0.0142135	0.908378	-1.10086	Control down vs SZD	0.844511	0.0592952	11.669	0.115319	0.187233	1
25776	8112584	NM_152625 // ZNF366 // zinc finger protein 366 // 5q13.2|5q13.2 // 167465 /// EN	ZNF366	NM_152625	0.0167615	0.80515	0.0167615	1.08703	1.08703	Control up vs SZD	0.491819	0.048411	10.7775	0.0869583	0.262487	1
17305	8028219	NM_144689 // ZNF420 // zinc finger protein 420 // 19q13.12 // 147923 /// ENST000	ZNF420	NM_144689	0.0222875	0.293216	0.0222875	0.814211	-1.22818	Control down vs SZD	1.34867	0.338535	9.35019	0.527561	0.669373	1
14655	8001337	NM_015069 // ZNF423 // zinc finger protein 423 // 16q12 // 23090 /// ENST0000026	ZNF423	NM_015069	0.0119386	4.11E-07	0.0119386	0.531623	-1.88103	Control down vs SZD	23.6786	2.3612	12.668	4.98527	0.265918	1
18218	8037355	NM_182498 // ZNF428 // zinc finger protein 428 // 19q13.31 // 126299 /// ENST000	ZNF428	NM_182498	0.0315274	0.455467	0.0315274	1.09786	1.09786	Control up vs SZD	1.00551	0.0838262	7.79082	0.108846	0.222312	1
17204	8027292	NM_133473 // ZNF431 // zinc finger protein 431 // 19p12 // 170959 /// ENST000003	ZNF431	NM_133473	0.0478634	0.0531745	0.0478634	0.841717	-1.18805	Control down vs SZD	2.68997	0.361983	6.14596	0.370789	0.358847	1
5874	7913582	NM_001077195 // ZNF436 // zinc finger protein 436 // 1p36 // 80818 /// NM_030634	ZNF436	NM_001077195	0.0311731	3.94E-05	0.0311731	1.32804	1.32804	Control up vs SZD	11.9217	0.769373	7.83875	1.00515	0.172095	1
17557	8030908	NM_144684 // ZNF480 // zinc finger protein 480 // 19q13.41 // 147657 /// ENST000	ZNF480	NM_144684	0.0378911	0.0656933	0.0378911	0.849213	-1.17756	Control down vs SZD	2.51576	0.284458	7.03688	0.333616	0.301521	1
7255	7927383	NM_153034 // ZNF488 // zinc finger protein 488 // 10q11.22 // 118738 /// ENST000	ZNF488	NM_153034	0.0121683	0.955056	0.0121683	0.934707	-1.06985	Control down vs SZD	0.243497	0.0272084	12.5559	0.0569376	0.297974	1
17061	8025951	NM_152356 // ZNF491 // zinc finger protein 491 // 19p13.2 // 126069 /// ENST0000	ZNF491	NM_152356	0.0285713	0.00685991	0.0285713	0.801872	-1.24708	Control down vs SZD	4.58171	0.444715	8.21472	0.608868	0.258835	1
7074	7925705	NM_032752 // ZNF496 // zinc finger protein 496 // 1q44 // 84838 /// ENST00000294	ZNF496	NM_032752	0.00562143	0.880674	0.00562143	1.11887	1.11887	Control up vs SZD	0.380674	0.0533299	17.7264	0.157558	0.373582	1
17230	8027431	NM_014717 // ZNF536 // zinc finger protein 536 // 19q12 // 9745 /// ENST00000355	ZNF536	NM_014717	0.00576818	0.0057073	0.00576818	0.652458	-1.53267	Control down vs SZD	4.77319	0.779312	17.5313	2.27706	0.435383	1
17667	8031762	NM_153263 // ZNF549 // zinc finger protein 549 // 19q13.43 // 256051 /// ENST000	ZNF549	NM_153263	0.0119402	0.971619	0.0119402	0.922779	-1.08368	Control down vs SZD	0.20083	0.0382042	12.6671	0.0806563	0.507285	1
17903	8034370	NM_145276 // ZNF563 // zinc finger protein 563 // 19p13.2 // 147837 /// ENST0000	ZNF563	NM_145276	0.0130028	0.893827	0.0130028	1.0981	1.0981	Control up vs SZD	0.359543	0.0539105	12.1715	0.109362	0.399845	1
17304	8028213	NM_198539 // ZNF568 // zinc finger protein 568 // 19q13.12 // 374900 /// ENST000	ZNF568	NM_198539	0.00280834	0.554991	0.00280834	0.777697	-1.28585	Control down vs SZD	0.843344	0.200108	23.669	0.789392	0.632744	1
17645	8031640	NM_152478 // ZNF583 // zinc finger protein 583 // 19q13.43 // 147949 /// NM_0011	ZNF583	NM_152478	0.0246796	0.0111391	0.0246796	0.707329	-1.41377	Control down vs SZD	4.09576	1.01255	8.87237	1.49728	0.659247	1
18383	8038952	BC032805 // ZNF616 // zinc finger protein 616 // 19q13.41 // 90317	ZNF616	BC032805	0.0452829	0.0514154	0.0452829	0.730292	-1.36932	Control down vs SZD	2.71799	1.16559	6.35075	1.23372	1.14358	1
18384	8038954	NM_178523 // ZNF616 // zinc finger protein 616 // 19q13.41 // 90317 /// ENST0000	ZNF616	NM_178523	0.0379224	0.128642	0.0379224	0.749894	-1.33352	Control down vs SZD	1.98084	0.882521	7.0336	1.03455	1.18808	1
30583	8157362	NM_133374 // ZNF618 // zinc finger protein 618 // 9q32 // 114991 /// ENST0000028	ZNF618	NM_133374	0.00885011	0.00774844	0.00885011	0.762441	-1.31158	Control down vs SZD	4.45712	0.379473	14.526	0.918704	0.227036	1
30584	8157381	NM_133374 // ZNF618 // zinc finger protein 618 // 9q32 // 114991 /// ENST0000028	ZNF618	NM_133374	0.0148709	0.000923126	0.0148709	0.705724	-1.41698	Control down vs SZD	6.90871	0.797047	11.4196	1.51699	0.307649	1
18032	8035795	NM_145297 // ZNF626 // zinc finger protein 626 // 19p12 // 199777 /// NM_0010766	ZNF626	NM_145297	0.00881363	0.00930626	0.00881363	0.684695	-1.46051	Control down vs SZD	4.2729	0.738718	14.553	1.79176	0.461025	1
17058	8025927	NM_145295 // ZNF627 // zinc finger protein 627 // 19p13.2 // 199692 /// ENST0000	ZNF627	NM_145295	0.0171565	0.182109	0.0171565	0.873526	-1.14479	Control down vs SZD	1.71265	0.128571	10.6555	0.228333	0.200192	1
18402	8039070	NM_182609 // ZNF677 // zinc finger protein 677 // 19q13.42 // 342926 /// ENST000	ZNF677	NM_182609	0.0377086	0.383569	0.0377086	0.807261	-1.23876	Control down vs SZD	1.14125	0.486806	7.05607	0.572489	1.13747	1
29594	8148662	NM_173831 // ZNF707 // zinc finger protein 707 // 8q24.3 // 286075 /// NM_001100	ZNF707	NM_173831	0.0148171	0.349447	0.0148171	1.1741	1.1741	Control up vs SZD	1.21366	0.168742	11.4394	0.321718	0.37076	1
13220	7985924	NM_198526 // ZNF710 // zinc finger protein 710 // 15q26.1 // 374655 /// ENST0000	ZNF710	NM_198526	0.00586382	0.453408	0.00586382	0.892608	-1.12031	Control down vs SZD	1.00914	0.0555556	17.4077	0.161182	0.146807	1
18031	8035793	NM_001159293 // ZNF737 // zinc finger protein 737 // 19p12 // 100129842 /// ENST	ZNF737	NM_001159293	0.0235131	0.004994	0.0235131	0.632566	-1.58086	Control down vs SZD	4.91471	1.7275	9.09722	2.61924	0.937324	1
17556	8030899	NM_001010851 // ZNF766 // zinc finger protein 766 // 19q13.41 // 90321 /// ENST0	ZNF766	NM_001010851	0.026448	0.783155	0.026448	0.882043	-1.13373	Control down vs SZD	0.522404	0.137942	8.55743	0.196739	0.704141	1
17894	8034315	NM_001080493 // ZNF823 // zinc finger protein 823 // 19p13.2 // 55552 /// ENST00	ZNF823	NM_001080493	0.00429265	0.184646	0.00429265	0.711657	-1.40517	Control down vs SZD	1.70204	0.436271	19.8729	1.44499	0.683524	1
11549	7970376	NM_032436 // ZNF828 // zinc finger protein 828 // 13q34 // 283489 /// ENST000003	ZNF828	NM_032436	0.011116	0.528813	0.011116	0.891229	-1.12205	Control down vs SZD	0.883817	0.0758808	13.0941	0.165599	0.228949	1
18382	8038949	NM_001136499 // ZNF841 // zinc finger protein 841 // 19q13.41 // 284371 /// ENST	ZNF841	NM_001136499	0.00339722	0.256142	0.00339722	0.683635	-1.46277	Control down vs SZD	1.45202	0.49494	21.899	1.80645	0.908968	1
17068	8025984	NM_001136501 // ZNF844 // zinc finger protein 844 // 19p13.2 // 284391 /// ENST0	ZNF844	NM_001136501	0.0468529	0.00824593	0.0468529	0.792189	-1.26233	Control down vs SZD	4.39412	0.65329	6.22433	0.677716	0.396464	1
6978	7924821	AF387613 // ZNF847P // zinc finger protein 847 pseudogene // 1q42.13 // 401983	ZNF847P	AF387613	0.0416461	0.557321	0.0416461	1.17524	1.17524	Control up vs SZD	0.839803	0.293	6.66776	0.325609	0.930377	1
28356	8137202	NM_001099220 // ZNF862 // zinc finger protein 862 // 7q36.1 // 643641 /// ENST00	ZNF862	NM_001099220	0.013977	0.0512394	0.013977	1.13925	1.13925	Control up vs SZD	2.72085	0.108272	11.7626	0.21226	0.106116	1
15182	8006627	"NM_004773 // ZNHIT3 // zinc finger, HIT type 3 // 17q12 // 9326 /// ENST00000225"	ZNHIT3	NM_004773	0.0141077	0.180752	0.0141077	1.13208	1.13208	Control up vs SZD	1.71837	0.0984702	11.7106	0.192191	0.152811	1
26394	8117822	NM_170783 // ZNRD1 // zinc ribbon domain containing 1 // 6p21.3 // 30834 /// NM_	ZNRD1	NM_170783	0.0130152	0.514428	0.0130152	1.18423	1.18423	Control up vs SZD	0.906645	0.176103	12.1661	0.35708	0.517961	1
27807	8132062	NM_147128 // ZNRF2 // zinc and ring finger 2 // 7p14.3 // 223082 /// ENST0000032	ZNRF2	NM_147128	0.0337501	0.265484	0.0337501	1.1639	1.1639	Control up vs SZD	1.42466	0.229966	7.50584	0.287682	0.430448	1
28014	8133728	NM_001110354 // ZP3 // zona pellucida glycoprotein 3 (sperm receptor) // 7q11.23	ZP3	NM_001110354	0.0116394	0.966464	0.0116394	0.837541	-1.19397	Control down vs SZD	0.215171	0.183725	12.8183	0.392507	2.27695	1
4688	7901497	NM_001004339 // ZYG11A // zyg-11 homolog A (C. elegans) // 1p32.3 // 440590 /// 	ZYG11A	NM_001004339	0.0234377	0.0319234	0.0234377	0.681193	-1.46801	Control down vs SZD	3.12459	1.21194	9.11228	1.84059	1.03433	1
15637	8011542	"NM_015113 // ZZEF1 // zinc finger, ZZ-type with EF-hand domain 1 // 17p13.2 // 2"	ZZEF1	NM_015113	0.0352623	0.478852	0.0352623	0.950535	-1.05204	Control down vs SZD	0.965182	0.0263223	7.326	0.0321395	0.0727248	1
6214	7917103	"NM_015534 // ZZZ3 // zinc finger, ZZ-type containing 3 // 1p31.1 // 26009 /// EN"	ZZZ3	NM_015534	0.0343421	0.270985	0.0343421	0.861028	-1.1614	Control down vs SZD	1.40899	0.225654	7.43417	0.279592	0.427075	1
28	7892518	---		---	0.04426	0.17298	0.04426	0.733256	-1.36378	Control down vs SZD	1.75209	1.12064	6.43634	1.20214	1.70561	1
51	7892542	---		---	0.0123278	0.687674	0.0123278	0.841195	-1.18879	Control down vs SZD	0.653069	0.179555	12.4797	0.373467	0.733176	1
68	7892560	---		---	0.0268939	0.616313	0.0268939	1.46013	1.46013	Control up vs SZD	0.75295	1.26569	8.48245	1.78935	4.48259	1
76	7892568	---		---	0.0379239	0.750532	0.0379239	0.874783	-1.14314	Control down vs SZD	0.56717	0.190661	7.03344	0.223501	0.896434	1
77	7892569	---		---	0.01449	0.311691	0.01449	1.2481	1.2481	Control up vs SZD	1.3018	0.318297	11.5623	0.613372	0.652014	1
78	7892570	---		---	0.0340301	0.586174	0.0340301	0.745136	-1.34204	Control down vs SZD	0.796697	0.867924	7.47173	1.08082	2.90508	1
101	7892593	---		---	0.0169586	0.882041	0.0169586	1.51999	1.51999	Control up vs SZD	0.378515	1.22581	10.7162	2.18934	8.63595	1
135	7892628	---		---	0.0193696	0.300362	0.0193696	0.776472	-1.28788	Control down vs SZD	1.33021	0.477885	10.0358	0.799322	0.958012	1
151	7892644	---		---	0.00581572	0.89043	0.00581572	0.812068	-1.23142	Control down vs SZD	0.365078	0.185872	17.4695	0.541181	1.35767	1
177	7892670	---		---	0.0414372	0.936857	0.0414372	1.11483	1.11483	Control up vs SZD	0.282527	0.132402	6.6871	0.147564	1.24969	1
208	7892701	---		---	0.00352739	0.0435283	0.00352739	1.24306	1.24306	Control up vs SZD	2.85798	0.164501	21.5625	0.591177	0.153489	1
209	7892702	---		---	0.0254926	0.687229	0.0254926	0.694148	-1.44061	Control down vs SZD	0.653681	1.1447	8.72393	1.66438	4.66976	1
227	7892720	---		---	0.00789558	0.667779	0.00789558	0.724958	-1.37939	Control down vs SZD	0.680522	0.507132	15.2854	1.29195	1.98723	1
233	7892726	---		---	0.0378804	0.771251	0.0378804	0.656521	-1.52318	Control down vs SZD	0.538799	1.8852	7.038	2.21133	9.33036	1
243	7892736	---		---	0.0473193	0.0864123	0.0473193	1.4769	1.4769	Control up vs SZD	2.29438	1.84129	6.18788	1.89894	2.14005	1
264	7892757	---		---	0.00591529	0.955326	0.00591529	0.825756	-1.21101	Control down vs SZD	0.242867	0.158375	17.3423	0.457762	1.73895	1
269	7892762	---		---	0.0114603	0.560066	0.0114603	0.872745	-1.14581	Control down vs SZD	0.835643	0.107521	12.9108	0.231364	0.343116	1
273	7892766	---		---	0.0100902	0.312896	0.0100902	1.17807	1.17807	Control up vs SZD	1.29883	0.147009	13.6889	0.335398	0.301828	1
283	7892776	---		---	0.047467	0.000366965	0.047467	0.809676	-1.23506	Control down vs SZD	8.18071	0.540728	6.17643	0.556628	0.176261	1
299	7892792	---		---	0.0230838	0.605657	0.0230838	0.80114	-1.24822	Control down vs SZD	0.768284	0.401087	9.18379	0.613916	1.39215	1
311	7892804	---		---	0.0275364	0.931523	0.0275364	0.891468	-1.12174	Control down vs SZD	0.293003	0.118052	8.37732	0.164827	1.07441	1
316	7892809	---		---	0.0103797	0.869158	0.0103797	1.4235	1.4235	Control up vs SZD	0.398587	0.691421	13.5131	1.55721	4.62581	1
347	7892840	---		---	0.032667	0.530367	0.032667	0.714367	-1.39984	Control down vs SZD	0.881377	1.10938	7.64144	1.41287	3.3565	1
380	7892873	---		---	0.00309414	0.819194	0.00309414	0.535933	-1.86591	Control down vs SZD	0.472012	1.28119	22.7538	4.85867	7.2382	1
399	7892892	---		---	0.00461394	0.381884	0.00461394	1.67976	1.67976	Control up vs SZD	1.14469	1.04546	19.2792	3.35928	2.4355	1
422	7892915	---		---	0.00868624	0.823986	0.00868624	0.764815	-1.30751	Control down vs SZD	0.465191	0.367727	14.6484	0.897769	2.10797	1
425	7892918	---		---	0.0388249	0.880439	0.0388249	0.809769	-1.23492	Control down vs SZD	0.381045	0.480667	6.94061	0.55602	3.36385	1
443	7892936	---		---	0.0454987	0.246987	0.0454987	1.59666	1.59666	Control up vs SZD	1.47981	2.59046	6.33302	2.73424	4.66811	1
448	7892941	---		---	0.0325675	0.0640635	0.0325675	0.805254	-1.24184	Control down vs SZD	2.53629	0.45926	7.65421	0.585878	0.482867	1
466	7892959	---		---	0.0199034	0.594256	0.0199034	0.722977	-1.38317	Control down vs SZD	0.784848	0.796346	9.90035	1.31402	2.70573	1
474	7892967	---		---	0.00857248	6.08E-05	0.00857248	1.52327	1.52327	Control up vs SZD	11.1102	0.900685	14.7352	2.21196	0.216182	1
484	7892977	---		---	0.0160058	0.372619	0.0160058	0.768931	-1.30051	Control down vs SZD	1.16384	0.469345	11.0219	0.862181	1.0754	1
504	7892997	---		---	0.0380239	0.796394	0.0380239	1.28239	1.28239	Control up vs SZD	0.504049	0.660024	7.02299	0.772557	3.49185	1
509	7893002	---		---	0.0396179	0.0219726	0.0396179	0.819317	-1.22053	Control down vs SZD	3.4569	0.433703	6.86128	0.495959	0.33456	1
543	7893037	---		---	0.0490491	0.837166	0.0490491	1.16328	1.16328	Control up vs SZD	0.446229	0.283	6.0568	0.285678	1.69121	1
598	7893093	---		---	0.0121362	0.748969	0.0121362	0.705097	-1.41824	Control down vs SZD	0.569305	0.727717	12.5714	1.52474	3.40868	1
600	7893095	---		---	0.0388339	0.443258	0.0388339	1.43743	1.43743	Control up vs SZD	1.02722	1.4216	6.93969	1.64425	3.69047	1
616	7893111	---		---	0.0364925	0.165798	0.0364925	1.64156	1.64156	Control up vs SZD	1.78466	2.56114	7.18721	3.06792	3.8269	1
636	7893131	---		---	0.034419	0.0030097	0.034419	0.783447	-1.27641	Control down vs SZD	5.47179	0.601062	7.42497	0.743812	0.292927	1
720	7893215	---		---	0.0448102	0.0308376	0.0448102	1.45152	1.45152	Control up vs SZD	3.15485	1.62801	6.38997	1.73382	1.37609	1
724	7893219	---		---	0.0194404	0.450309	0.0194404	1.54727	1.54727	Control up vs SZD	1.01462	1.42509	10.0175	2.37931	3.74548	1
732	7893227	---		---	0.00284409	0.977838	0.00284409	1.25683	1.25683	Control up vs SZD	0.181638	0.166276	23.5479	0.652572	2.44112	1
744	7893239	---		---	0.0297755	0.716617	0.0297755	1.25181	1.25181	Control up vs SZD	0.613442	0.470374	8.03521	0.629926	2.04474	1
764	7893259	---		---	0.0494326	0.0567739	0.0494326	0.720367	-1.38818	Control down vs SZD	2.63566	1.33712	6.02858	1.34349	1.35285	1
784	7893279	---		---	0.000406078	0.99878	0.000406078	1.29396	1.29396	Control up vs SZD	0.0614906	0.1	49.7634	0.829392	4.33672	1
791	7893286	---		---	0.0187943	0.488922	0.0187943	1.58637	1.58637	Control up vs SZD	0.94829	1.56617	10.1874	2.6592	4.4042	1
800	7893295	---		---	0.0327341	0.894505	0.0327341	1.30295	1.30295	Control up vs SZD	0.358431	0.687439	7.63287	0.874522	5.11442	1
